Time,Code,Name,Strategy,Reason,Buy_Price,Sell_Price,Qty,Profit_Rate(%),Hold_Min(분),Max_Price_During_Hold,Min_Price_During_Hold,Entry_PG_Amt,Max_PG_Amt_During_Hold,Exit_PG_Amt
2026-01-29 09:01:35,042700,한미반도체,PROGRAM,📉수급이탈(35억 < Max 88억),205000.0,202000.0,7,-1.46,0,206000,204500,8762315000,8762315000,3449352000
2026-01-29 09:04:11,086520,에코프로,PROGRAM,📉수급이탈(33억 < Max 122억),179600.0,179900.0,8,0.17,1,182200,179600,11094430800,12200578700,3285513700
2026-01-29 09:13:00,085660,차바이오텍,MORNING,📉손절선 이탈(-2.11%),23750.0,23300.0,60,-1.89,5,23950,23250,887442500,887442500,862729100
2026-01-29 09:14:36,083650,비에이치아이,PROGRAM,📉본전 이탈(익절 후 반납),78800.0,78200.0,9,-0.76,5,80500,78500,13276381600,20483465700,19973218400
2026-01-29 09:14:45,089030,테크윙,MORNING,📉손절선 이탈(-2.51%),49900.0,48500.0,29,-2.81,5,49900,48650,65668400,65668400,-1399807000
2026-01-29 09:18:01,417200,LS머트리얼즈,PROGRAM,"🎢트레일링 스탑
기준: 16,890원
최고: 4.3% / 현재: 2.6%
⚠️호가불안 (Gap: 1%)",16890.0,17280.0,43,2.31,7,17610,16890,5729510250,7682996460,6632167680
2026-01-29 09:18:42,247540,에코프로비엠,PROGRAM,📉수급이탈(105억 < Max 153억),258000.0,250500.0,5,-2.91,2,258000,250500,15267150000,15267150000,10485930000
2026-01-29 09:19:44,214150,클래시스,PROGRAM,"🎢트레일링 스탑
기준: 73,700원
최고: 4.3% / 현재: 2.3%
이격정상 (Gap: 2%)",73700.0,75000.0,10,1.76,14,76900,72500,5564423700,10875289100,8729175000
2026-01-29 09:32:36,034020,두산에너빌리티,PROGRAM,📉손절선 이탈(-2.00%),94900.0,92900.0,15,-2.11,18,95000,93000,99842676700,114076030200,112965099400
2026-01-29 10:33:02,298380,에이비엘바이오,PROGRAM,📉손절선 이탈(-2.18%),252000.0,246500.0,5,-2.18,10,252000,246500,26335008000,26335008000,23736471000
2026-01-29 13:50:15,000250,삼천당제약,PROGRAM,"🎢트레일링 스탑
기준: 460,500원
최고: 3.8% / 현재: 2.6%
⚠️호가불안 (Gap: 1%)",460500.0,472500.0,2,2.61,49,478000,460500,26738932500,30513213000,29241607500
2026-01-29 14:54:50,035420,NAVER,PROGRAM,장 마감(Time-Cut),286000.0,286500.0,4,0.17,113,290000,285000,61636718000,79833642000,79723209000
2026-01-29 14:55:02,001440,대한전선,PROGRAM,장 마감(Time-Cut),28650.0,28350.0,50,-1.05,59,28950,28100,21931002000,25036387900,24409605150
2026-01-29 14:55:14,006800,미래에셋증권,PROGRAM,장 마감(Time-Cut),39950.0,40900.0,18,2.38,15,41250,39950,20041077300,32523521250,31528378500
2026-01-30 09:06:05,125490,한라캐스트,THEME,📉손절선 이탈(-2.13%),21150.0,20750.0,35,-1.89,0,21150,20700,0,247882800,-28697250
2026-01-30 09:15:51,489790,한화비전,PROGRAM,📉손절선 이탈(-2.04%),58700.0,57500.0,12,-2.04,7,58700,57500,5274488500,5352304800,5000257500
2026-01-30 09:17:14,466100,클로봇,PROGRAM,📉손절선 이탈(-2.03%),79000.0,77500.0,9,-1.9,3,79000,77400,8907092000,12458308800,12075120000
2026-01-30 09:19:59,108490,로보티즈,PROGRAM,📉손절선 이탈(-2.09%),358500.0,351000.0,2,-2.09,7,363500,351000,18857100000,25183962500,22515948000
2026-01-30 09:30:27,001440,대한전선,MORNING,📉손절선 이탈(-2.16%),30150.0,29550.0,24,-1.99,13,30150,29500,5256320850,6096450000,5282564850
2026-01-30 13:12:31,290650,엘앤씨바이오,PROGRAM,"🎢트레일링 스탑
기준: 85,400원
최고: 3.0% / 현재: 2.0%
이격정상 (Gap: 1%)",85400.0,87200.0,4,2.11,12,88000,85300,22399053600,24777984000,24520552800
2026-02-02 09:27:32,086520,에코프로,PROGRAM,📉본전 이탈(익절 후 반납),173500.0,173500.0,2,0.0,9,176300,172500,23064396000,33104632200,26717091500
2026-02-02 09:30:13,272210,한화시스템,PROGRAM,📉손절선 이탈(-2.08%),100900.0,98900.0,7,-1.98,2,101000,98800,23844183500,23844183500,21308400600
2026-02-03 09:44:40,010120,LS ELECTRIC,PROGRAM,💰소액/잔량(1주) 2% 목표달성 전량익절,578000.0,586000.0,1,1.38,9,588000,576000,20393574000,24070368000,23988496000
2026-02-04 09:16:04,086520,에코프로,PROGRAM,"🎢트레일링 스탑
기준: 180,600원
최고: 2.2% / 현재: 1.1%
이격정상 (Gap: 1%)",180600.0,182500.0,3,1.05,6,184500,180200,25034952600,43641241600,40666657500
2026-02-04 09:18:15,005380,현대차,PROGRAM,📉손절선 이탈(-2.13%),516000.0,505000.0,2,-2.13,9,516000,505000,23169948000,27224064000,24600065000
2026-02-04 09:45:55,009830,한화솔루션,PROGRAM,"🎢트레일링 스탑
기준: 29,700원
최고: 5.6% / 현재: 4.4%
이격정상 (Gap: 1%)",29700.0,31000.0,17,4.38,11,31350,29600,20380021200,36076858950,35373666000
2026-02-04 10:04:20,278470,에이피알,PROGRAM,📉손절선 이탈(-2.18%),297500.0,290000.0,3,-2.52,1,298000,291000,24228102500,25754038000,25429520000
2026-02-04 12:02:55,015760,한국전력,PROGRAM,📉손절선 이탈(-2.04%),63700.0,62400.0,16,-2.04,139,64300,62400,20077794100,26893075400,25479105600
2026-02-04 15:15:05,006400,삼성SDI,PROGRAM,장 마감(Time-Cut),392000.0,392500.0,2,0.13,364,395500,385000,26234208000,96361497500,96361497500
2026-02-05 09:07:13,278470,에이피알,PROGRAM,📉본전 이탈(익절 후 반납),283000.0,283000.0,2,0.0,2,288500,281000,20054229000,29698767000,29187771000
2026-02-06 10:15:40,105560,KB금융,PROGRAM,"🎢트레일링 스탑
기준: 145,800원
최고: 3.0% / 현재: 1.8%
이격정상 (Gap: 1%)",145800.0,148300.0,4,1.71,41,150200,144700,22706017200,28811400000,28303203300
2026-02-09 09:34:39,267260,HD현대일렉트릭,PROGRAM,⏳시간손절(20분 경과/본전미달),919000.0,918000.0,1,-0.11,20,925000,912000,20330118000,40395564000,40347936000
2026-02-09 09:36:11,034020,두산에너빌리티,PROGRAM,⏳시간손절(20분 경과/본전미달),96500.0,96000.0,10,-0.52,20,96800,95600,54821650000,114023424000,114023424000
2026-02-09 10:01:10,267260,HD현대일렉트릭,PROGRAM,💰소액/잔량(1주) 2% 목표달성 전량익절,917000.0,930000.0,1,1.42,23,932000,911000,41309933000,56449376000,56328240000
2026-02-09 13:20:07,034020,두산에너빌리티,RECOVERED,📉손절선 이탈(-1.25%),95800.0,94600.0,10,-1.25,215,96500,94600,123010553000,228022800000,227282932800
