Time,Code,Name,Price,Volume,Trade_Amt(100M),Rate(%)
10:00:05,440110,파두,69000,904168,623,8.3203
10:00:05,102970,KODEX 증권,27680,2071926,573,7.5996
10:00:05,087010,펩트론,314500,163488,514,8.8235
10:00:05,115180,큐리언트,60050,867696,521,17.9764
10:00:05,278470,에이피알,328500,155832,511,8.9552
10:00:05,494670,TIGER 조선TOP10,30375,1643557,499,6.2806
10:00:05,487240,KODEX AI전력핵심설비,31830,1182553,376,3.5627
10:00:05,056090,시지메드텍,3395,11346252,385,22.1223
10:00:05,327260,RF머트리얼즈,65600,578963,379,7.8947
10:00:05,066570,LG전자,120400,305794,368,3.8827
10:00:05,321370,센서뷰,3160,11384202,359,12.2558
10:30:05,122630,KODEX 레버리지,86980,7569282,6583,5.9762
10:30:05,032820,우리기술,21700,27796709,6031,5.0847
10:30:05,050890,쏠리드,11520,20769340,2392,27.8579
10:30:05,043260,성호전자,54800,3530302,1934,10.9312
10:30:05,494310,KODEX 반도체레버리지,70435,2220476,1563,3.5961
10:30:05,001510,SK증권,1945,74779290,1454,8.6592
10:30:05,038500,삼표시멘트,15890,8360821,1328,13.8252
10:30:05,000390,삼화페인트,10800,9485949,1024,8.1081
10:30:05,466920,SOL 조선TOP3플러스,37750,2327214,878,5.3439
10:30:05,102970,KODEX 증권,28135,2910759,818,9.3683
10:30:05,376900,로킷헬스케어,96600,885412,855,24.9677
10:30:05,006910,보성파워텍,11000,7312307,804,7.0039
10:30:05,494670,TIGER 조선TOP10,30220,2609559,788,5.7383
10:30:05,015750,성우하이텍,11610,6876380,798,23.6422
10:30:05,047040,대우건설,10090,7854245,792,6.547
10:30:05,027360,아주IB투자,5850,12664984,740,13.8132
10:30:05,440110,파두,67300,1048492,705,5.6515
10:30:05,278470,에이피알,324000,198631,643,7.4627
10:30:05,088350,한화생명,5160,12336166,636,10.0213
10:30:05,115180,큐리언트,56500,1042881,589,11.002
10:30:05,253590,네오셈,19930,3110726,619,6.7488
10:30:05,087010,펩트론,312000,184538,575,7.9585
10:30:05,321370,센서뷰,3465,16235597,562,23.0906
10:30:05,066570,LG전자,121100,396970,480,4.4866
10:30:05,000150,두산,1144000,41623,476,8.642
10:30:05,138080,오이솔루션,29250,1671373,488,15.1575
10:30:05,487240,KODEX AI전력핵심설비,31895,1410747,449,3.7742
10:30:05,327260,RF머트리얼즈,68800,688722,473,13.1579
10:30:05,222080,씨아이에스,15010,2960926,444,3.0907
11:00:05,122630,KODEX 레버리지,87500,8993212,7869,6.6098
11:00:05,069500,KODEX 200,85595,7968577,6820,3.2509
11:00:05,032820,우리기술,22100,30308112,6698,7.0218
11:00:05,102110,TIGER 200,85590,3205861,2743,3.2885
11:00:05,043260,성호전자,52000,4239258,2204,5.2632
11:00:05,038500,삼표시멘트,17060,13790785,2352,22.2063
11:00:05,494310,KODEX 반도체레버리지,70925,2639843,1872,4.3168
11:00:05,001510,SK증권,1924,80823634,1555,7.486
11:00:05,253590,네오셈,21000,5726371,1202,12.4799
11:00:05,000390,삼화페인트,10820,9957435,1077,8.3083
11:00:05,027360,아주IB투자,6020,17638134,1061,17.1206
11:00:05,047040,대우건설,10040,9598013,963,6.019
11:00:05,466920,SOL 조선TOP3플러스,37730,2490023,939,5.2881
11:00:05,102970,KODEX 증권,28030,3327427,932,8.9602
11:00:05,376900,로킷헬스케어,95700,987325,944,23.8034
11:00:05,015750,성우하이텍,11460,7760453,889,22.0447
11:00:05,498400,KODEX 200타겟위클리,18025,4930025,888,3.0
11:00:05,006910,보성파워텍,11070,7771281,860,7.6848
11:00:05,494670,TIGER 조선TOP10,30160,2732738,824,5.5283
11:00:05,440110,파두,67600,1147069,775,6.1224
11:00:05,115180,큐리언트,53700,1312261,704,5.501
11:00:05,088350,한화생명,5140,14196808,729,9.5949
11:00:05,138080,오이솔루션,29100,2589766,753,14.5669
11:00:05,278470,에이피알,324500,214910,697,7.6285
11:00:05,321370,센서뷰,3445,20700721,713,22.3801
11:00:05,087010,펩트론,314500,200394,630,8.8235
11:00:05,450080,에코프로머티,71600,888749,636,7.1856
11:00:05,066570,LG전자,121400,499747,606,4.7455
11:00:05,487240,KODEX AI전력핵심설비,31835,1712167,545,3.579
11:00:05,000150,두산,1147000,48403,555,8.9269
11:00:05,327260,RF머트리얼즈,67800,776856,526,11.5132
11:30:08,122630,KODEX 레버리지,87330,9816115,8572,6.4027
11:30:08,032820,우리기술,22900,38095527,8723,10.8959
11:30:08,069500,KODEX 200,85520,8791198,7518,3.1604
11:30:08,102110,TIGER 200,85510,3692588,3157,3.1919
11:30:08,038500,삼표시멘트,17090,16232975,2774,22.4212
11:30:08,494310,KODEX 반도체레버리지,70315,2879750,2024,3.4196
11:30:08,001510,SK증권,1907,85159145,1623,6.5363
11:30:08,253590,네오셈,20200,6684305,1350,8.195
11:30:08,027360,아주IB투자,5960,19734331,1176,15.9533
11:30:08,000390,삼화페인트,10630,10339137,1099,6.4064
11:30:08,006910,보성파워텍,11600,9372317,1087,12.8405
11:30:08,102970,KODEX 증권,27915,3663697,1022,8.5131
11:30:08,047040,대우건설,9970,10160298,1012,5.2798
11:30:08,466920,SOL 조선TOP3플러스,37775,2615075,987,5.4137
11:30:08,015750,성우하이텍,11540,8415977,971,22.8967
11:30:08,376900,로킷헬스케어,96200,1025725,986,24.4502
11:30:08,494670,TIGER 조선TOP10,30180,2856524,862,5.5983
11:30:08,138080,오이솔루션,29400,2892799,850,15.748
11:30:08,088350,한화생명,5280,15652266,826,12.58
11:30:08,278470,에이피알,330500,247784,818,9.6186
11:30:08,321370,센서뷰,3400,23558325,800,20.7815
11:30:08,450080,에코프로머티,70700,1023934,723,5.8383
11:30:08,066570,LG전자,120600,554748,669,4.0552
11:30:08,087010,펩트론,316500,212071,671,9.5156
11:30:08,000150,두산,1172000,58784,688,11.301
11:30:08,487240,KODEX AI전력핵심설비,31875,1861727,593,3.7091
12:00:05,122630,KODEX 레버리지,87880,10485644,9214,7.0728
12:00:05,032820,우리기술,22700,41472771,9414,9.9274
12:00:05,069500,KODEX 200,85800,9313707,7991,3.4982
12:00:05,102110,TIGER 200,85770,3957335,3394,3.5057
12:00:05,494310,KODEX 반도체레버리지,70630,3057490,2159,3.8829
12:00:05,006910,보성파워텍,11980,16580913,1986,16.537
12:00:05,001510,SK증권,1909,89697326,1712,6.648
12:00:05,253590,네오셈,20150,7027356,1416,7.9272
12:00:05,027360,아주IB투자,5940,20761437,1233,15.5642
12:00:05,000390,삼화페인트,10850,10697214,1160,8.6086
12:00:05,102970,KODEX 증권,28090,3931761,1104,9.1934
12:00:05,498400,KODEX 200타겟위클리,18055,5921699,1069,3.1714
12:00:05,047040,대우건설,10035,10630164,1066,5.9662
12:00:05,466920,SOL 조선TOP3플러스,37895,2693057,1020,5.7486
12:00:05,015750,성우하이텍,11490,8704901,1000,22.3642
12:00:05,376900,로킷헬스케어,98600,1079205,1064,27.555
12:00:05,278470,에이피알,329000,272152,895,9.1211
12:00:05,494670,TIGER 조선TOP10,30310,2902056,879,6.0532
12:00:05,138080,오이솔루션,29950,3053246,914,17.9134
12:00:05,088350,한화생명,5220,16606780,866,11.3006
12:00:05,321370,센서뷰,3440,24430305,840,22.2025
12:00:05,450080,에코프로머티,70200,1086036,762,5.0898
12:00:05,066570,LG전자,120700,624424,753,4.1415
12:00:05,000150,두산,1167000,64943,757,10.8262
12:00:05,087010,펩트론,311750,221439,690,7.872
12:00:05,487240,KODEX AI전력핵심설비,31975,1972174,630,4.0345
12:00:05,148020,RISE 200,86495,720754,623,3.4691
12:30:08,122630,KODEX 레버리지,87605,11086644,9712,6.7377
12:30:08,032820,우리기술,22600,43380096,9803,9.4431
12:30:08,069500,KODEX 200,85677,9857647,8445,3.3498
12:30:08,102110,TIGER 200,85650,4516294,3868,3.3609
12:30:08,494310,KODEX 반도체레버리지,70515,3307502,2332,3.7138
12:30:08,006910,보성파워텍,11700,19466170,2277,13.8132
12:30:08,001510,SK증권,1910,91314189,1744,6.7039
12:30:08,253590,네오셈,20100,7219593,1451,7.6593
12:30:08,027360,아주IB투자,6045,21557238,1303,17.607
12:30:08,000390,삼화페인트,10730,10962136,1176,7.4074
12:30:08,102970,KODEX 증권,28190,4246773,1197,9.5821
12:30:08,498400,KODEX 200타겟위클리,18040,6345356,1144,3.0857
12:30:08,047040,대우건설,10020,10862725,1088,5.8078
12:30:08,466920,SOL 조선TOP3플러스,37875,2768400,1048,5.6928
12:30:08,376900,로킷헬스케어,97300,1126133,1095,25.8732
12:30:08,015750,성우하이텍,11290,9042680,1020,20.2343
12:30:08,138080,오이솔루션,30100,3381186,1017,18.5039
12:30:08,278470,에이피알,327500,291653,955,8.6235
12:30:08,494670,TIGER 조선TOP10,30280,2953032,894,5.9482
12:30:08,088350,한화생명,5130,17233314,884,9.3817
12:30:08,321370,센서뷰,3470,26248414,910,23.2682
12:30:08,450080,에코프로머티,71100,1128289,802,6.4371
12:30:08,148020,RISE 200,86345,922902,796,3.2897
12:30:08,066570,LG전자,121000,650150,786,4.4003
12:30:08,000150,두산,1151000,68824,792,9.3067
12:30:08,087010,펩트론,313500,229226,718,8.4775
12:30:08,487240,KODEX AI전력핵심설비,31840,2152987,685,3.5952
12:30:08,218410,RFHIC,84300,834100,703,12.8514
13:00:17,122630,KODEX 레버리지,88105,12378533,10906,7.3469
13:00:17,032820,우리기술,22750,45069456,10253,10.1695
13:00:17,069500,KODEX 200,85900,10826306,9299,3.6188
13:00:17,102110,TIGER 200,85870,4814919,4134,3.6264
13:00:17,006910,보성파워텍,12070,22612084,2729,17.4125
13:00:17,494310,KODEX 반도체레버리지,71170,3566232,2538,4.6772
13:00:17,001510,SK증권,1912,92854122,1775,6.8156
13:00:17,253590,네오셈,20400,7438635,1517,9.2662
13:00:17,027360,아주IB투자,5960,22527519,1342,15.9533
13:00:17,102970,KODEX 증권,28225,4623751,1305,9.7182
13:00:17,000390,삼화페인트,10660,11095644,1182,6.7067
13:00:17,498400,KODEX 200타겟위클리,18090,6718559,1215,3.3714
13:00:17,218410,RFHIC,88600,1388571,1230,18.6078
13:00:17,047040,대우건설,10090,11405275,1150,6.547
13:00:17,466920,SOL 조선TOP3플러스,38110,2881896,1098,6.3485
13:00:17,376900,로킷헬스케어,97000,1155307,1120,25.4851
13:00:17,138080,오이솔루션,29950,3552999,1064,17.9134
13:00:17,278470,에이피알,327000,309871,1013,8.4577
13:00:17,494670,TIGER 조선TOP10,30440,3021614,919,6.508
13:00:17,088350,한화생명,5150,17731454,913,9.8081
13:00:17,321370,센서뷰,3510,27412684,962,24.6892
13:00:17,148020,RISE 200,86610,1005859,871,3.6067
13:00:17,450080,에코프로머티,71500,1218258,871,7.0359
13:00:17,066570,LG전자,121300,686975,833,4.6592
13:00:17,000150,두산,1158000,73284,848,9.9715
13:00:17,087010,펩트론,313500,238250,746,8.4775
13:00:17,487240,KODEX AI전력핵심설비,31905,2296955,732,3.8067
13:30:12,122630,KODEX 레버리지,88250,13348425,11779,7.5236
13:30:12,032820,우리기술,22750,47043304,10702,10.1695
13:30:12,069500,KODEX 200,85980,11407374,9808,3.7153
13:30:12,102110,TIGER 200,85955,5117171,4398,3.729
13:30:12,006910,보성파워텍,12180,26911900,3277,18.4825
13:30:12,494310,KODEX 반도체레버리지,71150,3732896,2655,4.6477
13:30:12,001510,SK증권,1925,96703931,1861,7.5419
13:30:12,253590,네오셈,20150,7568618,1525,7.9272
13:30:12,047040,대우건설,10200,14063746,1434,7.7086
13:30:12,102970,KODEX 증권,28305,4954346,1402,10.0292
13:30:12,027360,아주IB투자,6000,23036472,1382,16.7315
13:30:12,218410,RFHIC,88700,1609966,1428,18.7416
13:30:12,498400,KODEX 200타겟위클리,18105,7184276,1300,3.4571
13:30:12,000390,삼화페인트,10690,11260943,1203,7.007
13:30:12,466920,SOL 조선TOP3플러스,38060,3015193,1147,6.209
13:30:12,138080,오이솔루션,31450,3935686,1237,23.8189
13:30:12,376900,로킷헬스케어,97400,1183385,1152,26.0026
13:30:12,278470,에이피알,326000,329534,1074,8.126
13:30:12,321370,센서뷰,3600,29341692,1056,27.8863
13:30:12,494670,TIGER 조선TOP10,30455,3144143,957,6.5605
13:30:12,088350,한화생명,5140,18205227,935,9.5949
13:30:12,450080,에코프로머티,71400,1273478,909,6.8862
13:30:12,148020,RISE 200,86675,1038490,900,3.6844
13:30:12,000150,두산,1144000,77470,886,8.642
13:30:12,066570,LG전자,121000,714969,865,4.4003
13:30:12,087010,펩트론,316000,249861,789,9.3426
13:30:12,487240,KODEX AI전력핵심설비,31880,2466431,786,3.7254
14:00:09,122630,KODEX 레버리지,88140,14038622,12373,7.3896
14:00:09,032820,우리기술,23350,51640489,12058,13.0751
14:00:09,069500,KODEX 200,85935,12166165,10454,3.661
14:00:09,102110,TIGER 200,85905,5372226,4615,3.6686
14:00:09,006910,보성파워텍,12130,29445146,3571,17.9961
14:00:09,494310,KODEX 반도체레버리지,71325,4019630,2867,4.9051
14:00:09,001510,SK증권,1912,98522387,1883,6.8156
14:00:09,218410,RFHIC,90500,1870268,1692,21.1513
14:00:09,253590,네오셈,20000,7710151,1542,7.1237
14:00:09,047040,대우건설,10170,15180038,1543,7.3918
14:00:09,102970,KODEX 증권,28190,5364683,1512,9.5821
14:00:09,498400,KODEX 200타겟위클리,18095,7795047,1410,3.4
14:00:09,027360,아주IB투자,5950,23463720,1396,15.7588
14:00:09,000390,삼화페인트,10620,11418726,1212,6.3063
14:00:09,138080,오이솔루션,32300,4215663,1361,27.1654
14:00:09,466920,SOL 조선TOP3플러스,37955,3082080,1169,5.916
14:00:09,278470,에이피알,327500,351995,1152,8.6235
14:00:09,376900,로킷헬스케어,95600,1236255,1181,23.674
14:00:09,450080,에코프로머티,71300,1514979,1080,6.7365
14:00:09,494670,TIGER 조선TOP10,30345,3240041,983,6.1756
14:00:09,088350,한화생명,5110,18720873,956,8.9552
14:00:09,000150,두산,1128000,83826,945,7.1225
14:00:09,148020,RISE 200,86615,1095657,949,3.6127
14:00:09,066570,LG전자,120350,765473,921,3.8395
14:00:09,487240,KODEX AI전력핵심설비,31760,2620434,832,3.335
14:00:09,087010,펩트론,315500,261902,826,9.1696
14:30:08,122630,KODEX 레버리지,86570,16174802,14002,5.4767
14:30:08,032820,우리기술,22900,54085914,12385,10.8959
14:30:08,006910,보성파워텍,11900,30975446,3686,15.7588
14:30:08,494310,KODEX 반도체레버리지,70085,4454831,3122,3.0813
14:30:08,001510,SK증권,1899,101666088,1930,6.0894
14:30:08,218410,RFHIC,90600,2288204,2073,21.2851
14:30:08,102970,KODEX 증권,27885,5834216,1626,8.3965
14:30:08,047040,대우건설,10000,16107854,1610,5.5966
14:30:08,253590,네오셈,19950,8099549,1615,6.8559
14:30:08,027360,아주IB투자,5910,23912956,1413,14.9805
14:30:08,138080,오이솔루션,31100,4462461,1387,22.4409
14:30:08,000390,삼화페인트,10560,11553398,1220,5.7057
14:30:08,278470,에이피알,325000,376767,1224,7.7944
14:30:08,466920,SOL 조선TOP3플러스,37775,3212769,1213,5.4137
14:30:08,376900,로킷헬스케어,97000,1284865,1246,25.4851
14:30:08,450080,에코프로머티,70500,1628273,1147,5.5389
14:30:08,000150,두산,1113000,92906,1034,5.698
14:30:08,494670,TIGER 조선TOP10,30165,3379567,1019,5.5458
14:30:08,088350,한화생명,5150,19509856,1004,9.8081
14:30:08,087010,펩트론,311500,311636,970,7.7855
15:00:03,032820,우리기술,22050,57838837,12753,6.7797
15:00:03,006910,보성파워텍,11490,33218385,3816,11.7704
15:00:03,218410,RFHIC,87500,2612010,2285,17.1352
15:00:03,102970,KODEX 증권,27115,6496984,1761,5.4033
15:00:03,047040,대우건설,9800,17664092,1731,3.4847
15:00:03,253590,네오셈,19310,8657364,1671,3.428
15:00:03,027360,아주IB투자,5780,25125079,1452,12.4514
15:00:03,138080,오이솔루션,29950,4780247,1431,17.9134
15:00:03,278470,에이피알,317000,417150,1322,5.141
15:00:03,376900,로킷헬스케어,95100,1373373,1306,23.0272
15:00:03,321370,센서뷰,3445,35900712,1236,22.3801
15:00:03,000150,두산,1091000,103792,1132,3.6087
15:00:03,494670,TIGER 조선TOP10,29460,3578388,1054,3.0791
15:00:03,088350,한화생명,5030,20820508,1047,7.2495
