Time,Code,Name,Price,Volume,Trade_Amt(100M),Rate(%),PG_Amt(100M),Market_Cap(100M)
09:00:05,032820,우리기술,25150,362750,91,4.7917,0,42440
09:00:05,001510,SK증권,1804,621566,11,4.4586,0,8568
09:00:05,462330,KODEX 2차전지산업레,1585,447317,7,4.4825,0,6640
09:00:05,226590,엠디바이스,30000,20673,6,7.7199,0,3189
09:00:05,065170,비엘팜텍,4620,70050,3,13.7931,0,1246
09:00:05,092870,엑시콘,32150,7774,2,3.5427,0,4189
09:00:05,011500,한농화성,22650,9098,2,4.1379,0,3534
09:00:05,064760,티씨케이,250500,612,1,3.299,0,27893
09:00:05,309710,아이티켐,37650,3932,1,4.0055,0,4832
09:00:05,112040,위메이드,23500,3414,0,3.7528,0,7961
﻿09:00:06,001510,SK증권,1816,745673,13,5.1534,5,8615
09:00:06,001440,대한전선,30250,38880,11,3.0664,2,56121
09:00:06,034220,LG디스플레이,11800,92111,10,3.2371,0,59100
09:00:06,003670,포스코퓨처엠,197500,4550,8,3.295,-2,175758
09:00:06,090710,휴림로봇,12360,63121,7,3.3445,0,14777
09:00:06,462330,KODEX 2차전지산업레,1585,452469,7,4.4825,0,6656
09:00:06,226590,엠디바이스,30000,20965,6,7.7199,0,3179
09:00:06,015750,성우하이텍,10170,57210,5,3.2487,2,8208
09:00:06,218410,RFHIC,81700,7109,5,3.1566,0,21668
09:00:06,043260,성호전자,48400,8013,3,3.4188,0,34362
09:00:06,065170,비엘팜텍,4580,75167,3,12.8079,0,1242
09:00:06,011930,신성이엔지,2350,112950,2,4.9107,1,4765
09:00:06,092870,엑시콘,32200,7978,2,3.7037,-2,4176
09:00:06,298830,슈어소프트테크,7590,32015,2,4.9793,0,4058
09:00:06,011500,한농화성,22650,9113,2,4.1379,1,3534
09:00:06,309710,아이티켐,37800,4136,1,4.4199,0,4832
09:05:00,322000,HD현대에너지솔루션,131800,275570,363,10.3853,33,14762
09:05:00,242040,나무기술,7540,4109530,309,17.9969,-32,2613
09:05:00,0082N0,카나프테라퓨틱스,53000,512332,271,4.7431,0,6893
09:05:00,006910,보성파워텍,12570,2011396,252,3.9702,30,6171
09:05:00,009150,삼성전기,429000,53530,229,3.8741,37,320436
09:05:00,047040,대우건설,12480,1787861,223,4.1736,-20,51828
09:05:00,307950,현대오토에버,454000,40932,185,8.0952,26,124916
09:05:00,009830,한화솔루션,48450,370148,179,5.2117,37,83368
09:05:00,027360,아주IB투자,7080,2571515,182,11.8483,57,8577
09:05:00,010170,대한광통신,7580,2228952,168,4.2641,16,10031
09:05:00,000720,현대건설,167800,94404,158,5.1378,28,186855
09:05:00,402490,그린리소스,14980,869239,130,7.3835,5,2465
09:05:00,234340,헥토파이낸셜,42350,270973,114,5.0868,9,5993
09:05:00,278470,에이피알,345000,33320,114,5.0228,55,129910
09:05:00,051910,LG화학,308000,32006,98,5.4795,19,217248
09:05:00,357880,SKAI,5820,1620623,94,9.3985,-7,2877
09:05:00,000150,두산,1168000,7137,83,7.3529,16,189954
09:05:00,267260,HD현대일렉트릭,939000,8515,79,3.7569,4,338483
09:05:00,011930,신성이엔지,2530,3252517,82,12.9464,26,5167
09:05:00,085620,미래에셋생명,19750,374434,73,15.0932,5,34996
09:05:00,015760,한국전력,48600,149752,72,3.6247,11,311674
09:05:00,418550,제이오,9160,719760,65,21.4854,-16,2875
09:05:00,090710,휴림로봇,12710,515439,65,6.2709,20,15052
09:10:03,322000,HD현대에너지솔루션,130700,549905,718,9.464,-54,14582
09:10:03,242040,나무기술,7460,6294891,469,16.7449,-60,2592
09:10:03,0082N0,카나프테라퓨틱스,55400,843020,467,9.4862,0,7191
09:10:03,027360,아주IB투자,7510,5714396,429,18.6414,39,9086
09:10:03,009150,삼성전기,432000,78980,341,4.6005,70,322677
09:10:03,047040,대우건설,12360,2583834,319,3.172,-35,51205
09:10:03,307950,현대오토에버,453500,69906,317,7.9762,17,124231
09:10:03,009830,한화솔루션,47850,635828,304,3.9088,31,82337
09:10:03,000720,현대건설,166400,154658,257,4.2607,16,185073
09:10:03,085620,미래에셋생명,19790,1220378,241,15.3263,3,34996
09:10:03,278470,에이피알,347000,53636,186,5.6317,57,129723
09:10:03,234340,헥토파이낸셜,43700,370320,161,8.4367,6,6091
09:10:03,090710,휴림로봇,12750,1247149,159,6.6054,51,15231
09:10:03,011930,신성이엔지,2425,6268005,151,8.2589,10,4992
09:10:03,469150,ACE AI반도체TOP3+,47720,313628,149,3.0113,0,5419
09:10:03,357880,SKAI,5740,2288299,131,7.8947,-8,2847
09:10:03,015760,한국전력,48800,272252,132,4.0512,15,313278
09:10:03,051910,LG화학,311000,42883,133,6.5068,39,220248
09:10:03,267260,HD현대일렉트릭,942000,13919,131,4.0884,21,339564
09:10:03,347700,스피어,55900,231418,129,5.8712,45,26330
09:10:03,032500,케이엠더블유,30250,424963,128,16.3462,10,12656
09:10:03,000150,두산,1172000,10519,123,7.7206,22,188820
09:10:03,100790,미래에셋벤처투자,24400,493081,120,7.489,25,12989
09:15:02,322000,HD현대에너지솔루션,136100,851496,1158,13.9866,-41,15243
09:15:02,0082N0,카나프테라퓨틱스,55100,1243660,685,8.8933,-4,7113
09:15:02,027360,아주IB투자,7260,8931414,648,14.6919,26,8807
09:15:02,047040,대우건설,12850,4344503,558,7.2621,6,53449
09:15:02,242040,나무기술,7430,7343046,545,16.2754,-79,2575
09:15:02,307950,현대오토에버,455500,115567,526,8.4524,-1,124642
09:15:02,009150,삼성전기,432000,104469,451,4.6005,72,322303
09:15:02,090710,휴림로봇,13120,3185350,417,9.699,40,15613
09:15:02,009830,한화솔루션,48400,789833,382,5.1031,49,83024
09:15:02,085620,미래에셋생명,19980,1505321,300,16.4336,2,35332
09:15:02,000720,현대건설,165600,179127,296,3.7594,13,184851
09:15:02,100790,미래에셋벤처투자,23750,962457,228,4.6256,0,12644
09:15:02,278470,에이피알,346500,63352,219,5.4795,64,129536
09:15:02,402490,그린리소스,15100,1402194,211,8.2437,2,2503
09:15:02,032500,케이엠더블유,31950,685649,219,22.8846,-4,13193
09:15:02,006400,삼성SDI,396500,51927,205,3.5248,1,319522
09:15:02,015760,한국전력,48900,388814,190,4.2644,33,314241
09:15:02,234340,헥토파이낸셜,43750,427721,187,8.5608,3,6112
09:15:02,051910,LG화학,312000,59011,184,6.8493,56,220248
09:15:02,011930,신성이엔지,2430,7313867,177,8.4821,7,5002
09:15:02,141080,리가켐바이오,212500,84313,179,5.7214,-48,77614
09:15:02,357880,SKAI,5680,3013822,171,6.7669,-7,2847
09:15:02,347700,스피어,55700,286109,159,5.4924,41,26141
09:15:02,277810,레인보우로보틱스,751000,21177,159,4.3056,56,145305
09:15:02,138540,TIGER 현대차그룹플러,60985,249257,152,4.3638,0,7689
09:15:02,267260,HD현대일렉트릭,939000,15925,149,3.7569,21,338843
09:15:02,000150,두산,1153000,12141,139,5.9743,15,186877
09:15:02,007660,이수페타시스,109500,126855,138,3.4972,48,80016
09:15:02,0011A0,액스비스,32500,424512,137,14.4366,19,2968
09:15:02,091180,KODEX 자동차,32230,411042,132,4.4733,0,5599
09:20:02,322000,HD현대에너지솔루션,138100,1321076,1824,15.6616,-80,15467
09:20:02,233740,KODEX 코스닥150레버,17345,7826183,1357,3.8623,0,47474
09:20:02,0082N0,카나프테라퓨틱스,54300,1445882,785,7.3123,-3,7035
09:20:02,047040,대우건설,12590,6191157,779,5.0918,-34,52410
09:20:02,027360,아주IB투자,7260,10696574,776,14.6919,14,8795
09:20:02,090710,휴림로봇,13220,4901164,647,10.5351,43,15744
09:20:02,242040,나무기술,7560,8583841,648,18.3099,-75,2616
09:20:02,307950,현대오토에버,447000,134541,601,6.4286,-29,122585
09:20:02,009830,한화솔루션,49600,1202554,596,7.709,78,85087
09:20:02,006910,보성파워텍,12560,3859170,484,3.8875,58,6136
09:20:02,000720,현대건설,166000,212863,353,4.01,21,184739
09:20:02,475150,SK이터닉스,40500,875858,354,5.3316,1,13637
09:20:02,085620,미래에셋생명,19910,1625951,323,16.0256,2,35191
09:20:02,298380,에이비엘바이오,197500,155893,307,5.615,119,110071
09:20:02,278470,에이피알,350500,81313,285,6.6971,89,131034
09:20:02,141080,리가켐바이오,215500,129469,279,7.2139,-61,78163
09:20:02,032500,케이엠더블유,30400,862916,262,16.9231,-13,12511
09:20:02,100790,미래에셋벤처투자,23650,1084896,256,4.185,-7,12591
09:20:02,015760,한국전력,49100,478298,234,4.6908,35,315846
09:20:02,006400,삼성SDI,396000,57816,228,3.3943,5,319119
09:20:02,234340,헥토파이낸셜,44550,507067,225,10.5459,2,6287
09:20:02,279570,케이뱅크,7120,3045037,216,3.1884,21,28804
09:20:02,138540,TIGER 현대차그룹플러,60655,354638,215,3.7991,0,7653
09:20:02,011930,신성이엔지,2430,8663876,210,8.4821,9,5002
09:20:02,051910,LG화학,311500,64671,201,6.6781,63,220248
09:20:02,357880,SKAI,5710,3301061,188,7.3308,-6,2852
09:20:02,277810,레인보우로보틱스,742000,24906,184,3.0556,51,143947
09:20:02,347700,스피어,55100,323896,178,4.3561,39,25858
09:20:02,267260,HD현대일렉트릭,940000,18270,171,3.8674,20,338843
09:20:02,091180,KODEX 자동차,32060,529518,169,3.9222,0,5562
09:20:02,000150,두산,1155000,14221,164,6.1581,8,187039
09:25:02,322000,HD현대에너지솔루션,145700,1770563,2579,22.0268,-22,16318
09:25:02,009830,한화솔루션,50900,1929718,982,10.532,81,87493
09:25:02,047040,대우건설,12690,7088344,899,5.9265,-35,52701
09:25:02,027360,아주IB투자,7030,12299789,864,11.0585,6,8517
09:25:02,242040,나무기술,7930,10696664,848,24.1002,-86,2741
09:25:02,006910,보성파워텍,12750,6138443,782,5.4591,131,6239
09:25:02,090710,휴림로봇,12900,5822120,751,7.8595,33,15446
09:25:02,475150,SK이터닉스,41350,1398761,578,7.5423,-12,13957
09:25:02,000720,현대건설,165200,232797,384,3.5088,22,183960
09:25:02,298380,에이비엘바이오,194400,192793,374,3.9572,115,108840
09:25:02,085620,미래에셋생명,19540,1826632,356,13.8695,6,34589
09:25:02,278470,에이피알,348500,91914,320,6.0883,90,130659
09:25:02,141080,리가켐바이오,213500,144534,308,6.2189,-66,78163
09:25:02,032500,케이엠더블유,29750,975039,290,14.4231,-10,12264
09:25:02,234340,헥토파이낸셜,43300,663178,287,7.4442,-27,6049
09:25:02,015760,한국전력,49100,584419,286,4.6908,45,314883
09:25:02,011930,신성이엔지,2495,10498427,261,11.3839,17,5146
09:25:02,138540,TIGER 현대차그룹플러,60650,385868,234,3.7905,0,7641
09:25:02,051910,LG화학,312000,70434,219,6.8493,73,220248
09:25:02,091180,KODEX 자동차,31985,622209,199,3.6791,0,5549
09:25:02,000250,삼천당제약,764000,26541,202,4.6575,37,179684
09:30:03,322000,HD현대에너지솔루션,145700,2030980,2959,22.0268,-73,16318
09:30:03,009830,한화솔루션,50400,2412953,1216,9.4463,59,86806
09:30:03,006910,보성파워텍,13140,7746987,1017,8.6849,156,6446
09:30:03,047040,대우건설,12500,7714488,964,4.3406,-39,51870
09:30:03,027360,아주IB투자,7070,12941034,914,11.6904,1,8553
09:30:03,242040,나무기술,7620,11988173,913,19.2488,-87,2640
09:30:03,090710,휴림로봇,12980,6316052,819,8.5284,32,15541
09:30:03,475150,SK이터닉스,40600,1840931,747,5.5917,-34,13603
09:30:03,307950,현대오토에버,450000,153895,692,7.1429,-25,123545
09:30:03,009150,삼성전기,429000,146248,627,3.8741,90,320436
09:30:03,000720,현대건설,165000,247548,408,3.3835,22,183848
09:30:03,298380,에이비엘바이오,193300,210651,407,3.369,118,108448
09:30:03,085620,미래에셋생명,19330,1965220,379,12.6457,7,34076
09:30:03,278470,에이피알,351500,100192,352,7.0015,100,131782
09:30:03,141080,리가켐바이오,213500,161081,343,6.2189,-71,78346
09:30:03,032500,케이엠더블유,30200,1074222,324,16.1538,-8,12470
09:30:03,234340,헥토파이낸셜,42750,732839,313,6.0794,-31,5986
09:30:03,011930,신성이엔지,2550,12814275,326,13.8393,34,5249
09:30:03,015760,한국전력,48900,635464,310,4.2644,51,313920
09:30:03,091180,KODEX 자동차,32170,932711,300,4.2788,0,5581
09:30:03,000250,삼천당제약,770000,35138,270,5.4795,50,180388
09:30:03,138540,TIGER 현대차그룹플러,60965,427319,260,4.3296,0,7685
09:30:03,402490,그린리소스,15000,1657112,248,7.5269,1,2477
09:30:03,051910,LG화학,308500,75869,234,5.6507,73,217424
09:30:03,357880,SKAI,5670,3959951,224,6.5789,-2,2842
09:30:03,347700,스피어,54800,388267,212,3.7879,37,25905
09:35:02,322000,HD현대에너지솔루션,143650,2257302,3242,20.3099,-76,16094
09:35:02,032820,우리기술,25200,8363822,2107,5.0,-248,42525
09:35:02,233740,KODEX 코스닥150레버,17330,10687933,1852,3.7725,0,47488
09:35:02,006910,보성파워텍,13500,10868867,1467,11.6625,178,6618
09:35:02,009830,한화솔루션,49850,2755885,1373,8.2519,52,85688
09:35:02,047040,대우건설,12480,8172072,1019,4.1736,-40,51828
09:35:02,090710,휴림로봇,13220,7803838,1031,10.5351,90,15804
